,address,attributes,business_id,categories,city,hours,is_open,latitude,longitude,name,neighborhood,postal_code,review_count,stars,state
77681,5088 S Maryland Pkwy,,VUcMNMypwOozqpRo82F2uQ,"Real Estate, Apartments, Home Services",Las Vegas,,1,36.097406,-115.135714,Rancho Alvarado Apartments,Southeast,89119,3,2.0,NV
77995,"5905 S Eastern Ave, Ste 112","{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",E3bMyfr5zfrwptqInLB1Fg,"Cosmetic Dentists, Health & Medical, Orthodontists, Oral Surgeons, General Dentistry, Dentists, Pediatric Dentists",Las Vegas,"{'Monday': '7:0-18:0', 'Tuesday': '7:0-18:0', 'Wednesday': '7:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '8:0-14:0'}",1,36.0819824,-115.1196025,Eastern Hills Family Dental,Southeast,89119,28,4.5,NV
78121,"5025 S Eastern Ave, Ste 7","{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'DogsAllowed': 'False', 'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'True'}",h4B4zyivFkXwZvoq7KUrUg,"Local Flavor, Tobacco Shops, Vape Shops, Shopping",Las Vegas,"{'Monday': '10:0-19:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-19:0', 'Sunday': '10:0-18:0'}",1,36.0977824,-115.1198557,Sin City Vapor,Southeast,89119,30,4.0,NV
78446,5269 S Eastern Ave,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",j-OL_MDlLfUo-SjJtPRI5g,"Optometrists, Laser Eye Surgery/Lasik, Health & Medical",Las Vegas,"{'Monday': '9:0-17:0', 'Tuesday': '10:0-19:0', 'Wednesday': '9:0-17:0', 'Thursday': '10:0-19:0', 'Friday': '9:0-17:0', 'Saturday': '10:0-16:0'}",1,36.093779,-115.119271,Advanced Vision Institute,Southeast,89119,43,4.0,NV
78562,5080 Paradise Rd,,gjY_PoQrlyk3mmKPvDIYSA,"Hotels & Travel, Car Rental",Las Vegas,"{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0', 'Saturday': '9:0-16:0', 'Sunday': '9:0-16:0'}",0,36.0980635324,-115.148062843,Enterprise Rent-A-Car,Southeast,89119,22,4.0,NV
78738,5757 Wayne Newton Blvd,"{'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'True'}",czlWRKl1HJwG9p5VZUdIlg,"Restaurants, Italian",Las Vegas,"{'Monday': '6:0-22:0', 'Tuesday': '6:0-22:0', 'Wednesday': '6:0-22:0', 'Thursday': '6:0-22:0', 'Friday': '6:0-22:0', 'Saturday': '6:0-22:0', 'Sunday': '6:0-22:0'}",1,36.0831603054,-115.145247839,Villa Fresh Italian Kitchen,Southeast,89119,6,3.0,NV
78929,6005 Eastern Ave,,x-toPXf0VsNDsNvAXkV4JQ,"Accountants, Professional Services, Tax Services, Financial Services",Las Vegas,"{'Monday': '10:0-18:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0', 'Saturday': '11:0-18:0', 'Sunday': '13:0-17:0'}",1,36.080421,-115.118829,Jackson Hewitt Tax Service,Southeast,89119,5,4.0,NV
79881,5757 Wayne Newton Blvd,"{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'False', 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'DogsAllowed': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': False}"", 'HasTV': 'False', 'NoiseLevel': 'average', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': 'no'}",ET8WuErpImo0zxS673gLxw,"American (Traditional), American (New), Juice Bars & Smoothies, Vegetarian, Restaurants, Food, Comfort Food, Cafes",Las Vegas,"{'Monday': '4:30-19:30', 'Tuesday': '4:30-19:30', 'Wednesday': '4:30-19:30', 'Thursday': '4:30-19:30', 'Friday': '4:30-19:30', 'Saturday': '5:0-19:30', 'Sunday': '5:0-19:30'}",1,36.080972,-115.135804,Rachel's Kitchen,Southeast,89136,46,4.0,NV
79990,,"{'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'True', 'RestaurantsPriceRange2': '2'}",AnBIIqzFTO4jZ6z_uI36Kw,"Shopping, Toy Stores, Movers, Pool & Hot Tub Service, Sporting Goods, Home Services, Pool & Billiards",Las Vegas,"{'Monday': '7:0-18:0', 'Tuesday': '7:0-18:0', 'Wednesday': '7:0-18:0', 'Thursday': '7:0-18:0', 'Friday': '7:0-18:0', 'Saturday': '7:0-18:0'}",1,36.0765176,-115.1533426,On Cue Billiards,Southeast,89119,70,5.0,NV
79992,McCarran International Airport,"{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'DriveThru': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}"", 'HasTV': 'False', 'NoiseLevel': 'loud', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': 'no'}",vLpm63d_fxnbtiZTlbrQDA,"Restaurants, Burgers, Fast Food, Food",Las Vegas,,1,36.0859798642,-115.138791303,Burger King,Southeast,89119,53,2.0,NV
80501,,"{'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True'}",uAt4TLaeA9nujlYUMJtgfQ,"Musical Instrument Services, Local Services, Piano Services",Las Vegas,"{'Monday': '7:30-19:0', 'Tuesday': '7:30-19:0', 'Wednesday': '7:30-19:0', 'Thursday': '7:30-19:0', 'Friday': '7:30-19:0', 'Saturday': '7:30-19:0'}",1,36.0765176,-115.1533426,Renovation Piano Services,Southeast,89119,6,4.5,NV
81025,,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True'}",ccDV8Fu1O6qazvik_r4pkQ,"Desserts, Bakeries, Food, Ice Cream & Frozen Yogurt",Las Vegas,,1,36.0883812,-115.1506875,Cinnabon,Southeast,89111,3,3.0,NV
81036,727 Wright Brothers Ln,"{'Alcohol': 'full_bar', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'DriveThru': 'False', 'GoodForKids': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV': 'True', 'NoiseLevel': 'loud', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': 'free'}",YKVYdzkdGNTHRJvWehY5Og,"American (Traditional), Sandwiches, Restaurants, Burgers",Las Vegas,,1,36.08316,-115.145248,Sammy's Beach Bar & Grill,Southeast,89119,147,2.5,NV
81038,,"{'Alcohol': 'none', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'False', 'WheelchairAccessible': 'True'}",DsMIfKq8pZgcgcrryHDKRA,"Vegan, Food Delivery Services, Food, Restaurants",Las Vegas,,0,36.0765176,-115.1533426,Peas & Carrots,Southeast,89119,4,5.0,NV
81227,"5757 Wayne Newton Blvd, McCarran International Airport: Terminal 1 LAS, Gate E11","{'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True'}",JBQGpGvE41RhddSgUI4lfA,"Restaurants, Asian Fusion, Chinese",Las Vegas,,1,36.0838389,-115.148385,Pei Wei,Southeast,89119,8,2.5,NV
81800,"5715 S Eastern Ave, Ste 102","{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV': 'False', 'NoiseLevel': 'quiet', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True'}",Ub8goFppwZkOGTpfoWF4JA,"Sandwiches, Caterers, Restaurants, Event Planning & Services, Delis",Las Vegas,"{'Monday': '9:0-20:0', 'Tuesday': '9:0-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-20:0', 'Saturday': '10:0-18:0', 'Sunday': '10:0-18:0'}",1,36.0856477707,-115.119425882,Port of Subs,Southeast,89119,29,4.0,NV
82618,McCarran International Airport,"{'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'False', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'False', 'WiFi': 'free'}",2O1GOiDhvXywzysqAJHkdA,"Fast Food, Restaurants",Las Vegas,,1,36.0839998,-115.1537389,Budweiser Brewhouse,Southeast,89136,3,2.5,NV
83695,5810 S Eastern Ave,"{'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'True'}",YZ51tlkOnugjQO9D-7M2Hw,"Event Planning & Services, Venues & Event Spaces",Las Vegas,"{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-17:0', 'Sunday': '9:0-17:0'}",1,36.0840377,-115.1186621,Enclave,Southeast,89119,4,5.0,NV
84052,6055 Surrey St,,ojVMTqHOycWjMFIATg-jLg,"Airlines, Transportation, Hotels & Travel, Airport Terminals, Airports",Las Vegas,,1,36.0803314,-115.1247211,Southwest Airline,Southeast,89119,5,2.5,NV
84055,"1775 E Tropicana Ave, Ste 14","{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False', 'WheelchairAccessible': 'True'}",Ox9Zi6PKWxVuxLsLZuRDmA,"Antiques, Shopping",Las Vegas,"{'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0', 'Thursday': '11:0-19:0', 'Friday': '11:0-19:0', 'Saturday': '11:0-19:0', 'Sunday': '11:0-19:0'}",1,36.0993309,-115.1285043,Nextgen Pickers,Southeast,89119,14,4.5,NV
84200,5757 Wayne Newton Blvd,"{'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'WiFi': 'free'}",s7WZTJQxs5MR9HSHQyg7rw,"Airports, Restaurants, Airport Terminals, Hotels & Travel, Cafes",Las Vegas,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1,36.08102827,-115.139156134,McCarran International Airport Terminal 1 - D,Southeast,89119,25,3.5,NV
84411,115 E Tropicana Ave,"{'Alcohol': 'full_bar', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BYOB': 'False', 'BYOBCorkage': 'yes_free', 'BikeParking': 'True', 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': True, 'valet': True}"", 'Caters': 'False', 'Corkage': 'False', 'DogsAllowed': 'False', 'GoodForKids': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV': 'True', 'NoiseLevel': 'average', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'free'}",4GXII-GU7S0ZyU6ElkhscQ,"American (Traditional), Restaurants, Casinos, Nightlife, Bars, American (New), Hotels, Arts & Entertainment, Chicken Wings, Hotels & Travel, Event Planning & Services",Las Vegas,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1,36.0993459,-115.167874,Hooters Casino Hotel Las Vegas,Southeast,89109,1432,2.5,NV
84439,"105 E Reno Ave, Ste 100","{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': 'True', 'GoodForKids': 'True', 'WheelchairAccessible': 'True'}",sc2Wq7h1jOBEgBXwWRxzpQ,"Party & Event Planning, Challenge Courses, Team Building Activities, Arts & Entertainment, Event Planning & Services, Escape Games, Active Life",Las Vegas,"{'Monday': '12:0-22:0', 'Tuesday': '12:0-22:0', 'Wednesday': '12:0-22:0', 'Thursday': '12:0-22:0', 'Friday': '12:0-0:0', 'Saturday': '10:30-0:0', 'Sunday': '10:30-22:0'}",1,36.0969492602,-115.167898748,Xterious Escape,Southeast,89119,211,4.5,NV
85071,5080 Paradise Rd,,3hsrfvb93aMpbMdyEjY8AQ,"Hotels & Travel, Car Rental",Las Vegas,"{'Monday': '7:0-17:0', 'Tuesday': '7:0-17:0', 'Wednesday': '7:0-17:0', 'Thursday': '7:0-17:0', 'Friday': '7:0-15:0', 'Saturday': '7:0-15:0', 'Sunday': '7:0-17:0'}",1,36.0980635324,-115.148062843,Enterprise Rent-A-Car,Southeast,89119,7,3.5,NV
85575,"Tropicana Hotel Casino, 3801 Las Vegas Blvd S",,YauUnQUa9txiPPCQn4RvzA,"Museums, Tours, Hotels & Travel, Arts & Entertainment",Las Vegas,"{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '10:0-21:0'}",0,36.099039,-115.17044,Las Vegas Mob Experience,The Strip,89109,42,3.5,NV
85709,115 E Tropicana Ave,"{'Alcohol': 'full_bar', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': True, 'thursday': True, 'sunday': False, 'saturday': False}"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'HappyHour': 'False', 'NoiseLevel': 'loud', 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'Smoking': 'no', 'WheelchairAccessible': 'True'}",P5ok14ZLSORO-1521ZPWNw,"Arts & Entertainment, Nightlife, Adult Entertainment, Performing Arts",Las Vegas,"{'Monday': '21:0-22:30', 'Tuesday': '21:0-22:30', 'Wednesday': '21:0-22:30', 'Thursday': '21:0-22:30', 'Friday': '21:0-22:30', 'Saturday': '21:0-22:30', 'Sunday': '21:0-22:30'}",1,36.0993459,-115.167874,Men Of X,Southeast,89109,24,3.0,NV
86361,165 E Tropicana Ave,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'WiFi': 'free'}",cTPQYGWHhR0v-t5fKU_mWg,"Event Planning & Services, Hotels, Hotels & Travel",Las Vegas,,1,36.099519,-115.165806,Howard Johnson by Wyndham Las Vegas near the Strip,Southeast,89109,103,2.0,NV
86549,3801 S Las Vegas Blvd,{'GoodForKids': 'False'},pzUm_jLzVa9JAf4sC6tPLg,"Arts & Entertainment, Performing Arts",Las Vegas,"{'Thursday': '20:30-22:0', 'Friday': '20:30-22:0', 'Saturday': '20:30-22:0', 'Sunday': '20:30-22:0'}",1,36.0990448,-115.1704519,Purple Reign - THE Prince Tribute Show,The Strip,89109,264,4.5,NV
88110,1198-1000 Sir Patrick Ave,"{'Alcohol': 'full_bar', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}"", 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'CoatCheck': 'False', 'GoodForDancing': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HappyHour': 'False', 'HasTV': 'True', 'Music': ""{'dj': False, 'background_music': True, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}"", 'NoiseLevel': 'average', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'Smoking': 'no', 'WiFi': 'free'}",azxeH9W14hzFnZyuOm8JdQ,"Steakhouses, Nightlife, Bars, Restaurants, Sports Bars",Las Vegas,,1,36.0858850095,-115.137501955,Chophouse & Brewery,Southeast,89119,197,3.0,NV
88112,4995 S Eastern,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'True'}",e-NX-4YEUrxvn_vd6pqUaA,"Shopping, Home & Garden, Furniture Stores",Las Vegas,"{'Monday': '10:0-19:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-18:0', 'Sunday': '10:0-17:0'}",1,36.0987599068,-115.119618534,Lynn's World Quality Consignment,Southeast,89119,34,4.0,NV
88120,,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'RestaurantsTakeOut': 'False', 'WheelchairAccessible': 'True'}",3yO-wyjwVOzAB8hCpYr7_Q,"Donuts, Florists, Gift Shops, Shopping, Flowers & Gifts, Bakeries, Food",Las Vegas,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1,36.0765176,-115.1533426,The Donut Bouquet,Southeast,89119,7,3.5,NV
88121,"1775 E Tropicana Ave, Ste 200","{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'GoodForKids': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV': 'True', 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'False', 'WiFi': 'free'}",DHa-YDvcs_0LeOT9ojUQWw,"Italian, Pizza, Restaurants, Chicken Wings, Salad",Las Vegas,"{'Monday': '10:0-22:0', 'Tuesday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Friday': '10:0-22:0', 'Saturday': '10:0-22:0', 'Sunday': '12:0-20:0'}",1,36.0993309,-115.1285043,Magura's,Southeast,89119,7,5.0,NV
88247,"2301 E Sunset Rd, Ste 11","{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'True'}",l6VaMLg9DmqCirZA09BqJQ,"Bridal, Formal Wear, Uniforms, Fashion, Shopping",Las Vegas,"{'Monday': '10:0-18:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-15:0'}",1,36.0715597,-115.1201948,Classic Wedding Wear,Southeast,89119,5,3.0,NV
88433,3999 S Las Vegas Blvd,"{'Alcohol': 'none', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'DriveThru': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}"", 'HasTV': 'False', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': 'no', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}""}",QhMhM3Mhokv6V-H0MRuYTg,"Restaurants, Fast Food, Food, Burgers, Coffee & Tea",Las Vegas,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1,36.0899643024,-115.172212422,McDonald's,The Strip,89119,43,2.0,NV
89020,,,0fuGTfu7afB9dW5UmtFTMA,"Pet Services, Veterinarians, Pets, Pet Training, Pet Stores",Las Vegas,"{'Monday': '8:0-20:0', 'Tuesday': '8:0-20:0', 'Wednesday': '8:0-20:0', 'Thursday': '8:0-20:0', 'Friday': '8:0-20:0', 'Saturday': '8:0-20:0', 'Sunday': '8:0-20:0'}",1,36.0802868,-115.1592718,Gibson's Canine Classroom,Southeast,89119,13,4.5,NV
89590,Las Vegas McCarran I,,DAuHOPnqnGkAptkwS3POKw,Professional Services,Las Vegas,,1,36.0839998,-115.1537389,Alamo,Southeast,89101,3,3.0,NV
89929,5757 Wayne Newton Blvd,"{'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'WiFi': 'no'}",0tWXOKgrO1tAuZhu5X8HNw,"Ice Cream & Frozen Yogurt, Food",Las Vegas,,1,36.0807522,-115.1393012,Red Mango,Southeast,89119,17,4.0,NV
90740,5757 Wayne Newton Blvd,"{'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '4', 'WheelchairAccessible': 'True'}",SVYW-VAXxvdWF_9jLXZQyA,"Cosmetics & Beauty Supply, Shopping, Beauty & Spas, Skin Care",Las Vegas,"{'Monday': '5:0-23:30', 'Tuesday': '5:0-23:30', 'Wednesday': '5:0-23:30', 'Thursday': '5:0-23:30', 'Friday': '5:0-23:30', 'Saturday': '5:0-23:30', 'Sunday': '5:0-23:30'}",1,36.081754,-115.137327,Glow On the Go,Southeast,89119,7,2.5,NV
92728,5100 Paradise Rd,,4HudfLgcMH5WRD68MhvMAw,"Car Rental, Hotels & Travel",Las Vegas,,1,36.096837,-115.147934,Airport Rent A Car,Southeast,89119,9,2.0,NV
92729,4982 Shirley St,,XLZIEEEcE0reXhNMit5zkg,"Landmarks & Historical Buildings, Tours, Bus Tours, Hotels & Travel, Public Services & Government",Las Vegas,,1,36.099466,-115.142178,Liberace Mansion,Southeast,89119,3,4.0,NV
